video_path,velocity,acceleration,torso_angle,contact,reaction_time,label
train/flop\sterling.mp4,20.218818853940977,1211.9051070783098,86.54884418451002,True,0.0333669999999999,1
train/flop\sterling.mp4,-9.507037832072086,-569.8638033969959,87.19373611248508,True,0.033366,1
train/flop\sterling.mp4,0.4206773031366076,25.215170865622333,87.64994451458743,True,0.0333669999999999,1
train/flop\sterling.mp4,-16.042765743295043,-961.5947339164464,87.14990717686543,True,0.033367,1
train/flop\sterling.mp4,-26.93128305205294,-1614.2949740486097,87.45764214322593,True,0.0333659999999999,1
train/flop\sterling.mp4,-2931.986799985564,-175741.70887317188,90.23813253654748,True,0.033367,1
train/flop\sterling.mp4,128.03044787155824,7674.076055477462,88.04326422519169,True,0.033367,1
train/flop\sterling.mp4,2790.918742334145,167291.17918444812,84.80135013859326,True,0.0333659999999999,1
train/flop\sterling.mp4,-5.549195906688467,-332.6158124307526,84.47070901217684,True,0.033367,1
train/flop\sterling.mp4,6.595515868414542,395.3316671210805,88.24332619815266,True,0.0333669999999999,1
train/flop\sterling.mp4,-15.590248648752988,-934.4991097975771,86.21442113604395,True,0.033366,1
train/flop\sterling.mp4,8.676454245883079,520.0619921409227,84.85373131687176,True,0.0333669999999999,1
train/flop\sterling.mp4,-25.917323797369544,-1553.470422715231,84.98045501451435,True,0.0333669999999999,1
train/flop\sterling.mp4,18.26835548474076,1095.0282014470272,87.96835339275718,True,0.033366,1
train/flop\sterling.mp4,-6.4264487040309,-385.1978723907396,88.48734973495633,True,0.0333669999999999,1
train/flop\sterling.mp4,-16.256850234583368,-974.4268429636076,87.97259947516461,True,0.033367,1
train/flop\sterling.mp4,-27.26765205473176,-1634.4573550759312,88.32029317023193,True,0.033366,1
train/flop\sterling.mp4,5.619391732537171,336.8233124066992,87.91051091969376,True,0.033367,1
train/flop\sterling.mp4,-4.28873765346266,-257.06462393758324,87.85567958333995,True,0.0333669999999999,1
train/flop\sterling.mp4,-11.306789542422598,-677.7431842248153,87.54579177555003,True,0.033366,1
train/flop\sterling.mp4,-8.747900926647228,-524.3444676864681,87.51210781184734,True,0.0333670000000001,1
train/flop\sterling.mp4,-26.441028505373325,-1584.8610007116897,89.33275360119922,True,0.0333669999999998,1
